EfisProjectId,Id,ProjectEa,ProjectName,District,CountyCode,RouteCode,PostMileBegin,PostMileEnd,ScheduleStartDate,ScheduleFinishDate,M040_BeginProj,M800_ENDPROJ
0100000674,03/06/1977,01-46580,0100000674 - Pacific Coast Brike Trail,01,MEN,001,14.7,21.8,39343,45285,40106,42753
0100000675,03/07/1977,01-49121,0100000675 - Rubberized Seal Coat,01,LAK,029,11.8,20.3,38246,44805,,41747
0100000676,03/08/1977,01-49500,0100000676 - Covelo Widening,01,MEN,162,29.2,30.2,40015,47722,43296,47084
0100000677,04/24/1977,01-49520,"0100000677 - Install ""Vehicle Speed Feedback"" Signs",01,HUM,096,12.4,12.7,40179,42795,,42156
0100000678,04/25/1977,01-49570,0100000678 - Install Flashing Beacons,01,LAK,029,9.9,9.9,40179,42324,,42324
0100000679,04/26/1977,01-49600,0100000679 - Install Metal Beam Guard Rail,01,HUM,101,121.8,122.7,36708,42828,40210,42188
0100000680,04/27/1977,01-49650,0100000680 - Excavate Hazardous Waste,01,HUM,101,60.32,60.32,40078,43616,40527,42971
0100000682,10/10/1946,01-49680,0100000682 - Bridge Repair,01,HUM,299,0,0,38225,42153,,42153
0100000683,04/28/1977,01-49690,0100000683 - Install MBGR,01,MEN,101,35.5,40.1,40078,42026,40078,42026
0100000684,12/07/1949,01-49710,0100000684 - Hazardous Waste Mitigation @ Leggett MS,01,MEN,271,7.2,7.2,40113,43739,40546,42824
0100000686,04/29/1977,01-49730,0100000686 - Repair Roadway and Replace Culvert,01,HUM,101,11.6,11.7,40179,43941,,42990
0100000688,04/30/1977,01-49760,0100000688 - Repair Slipout and Drainage Systems,01,MEN,101,101,102.2,40179,43225,,42667
0100000689,05/01/1977,01-49770,0100000689 - Roadway Retreat and Drainage Repair,01,MEN,001,2.4,2.5,40179,42624,,42474
0100000690,05/02/1977,01-49780,0100000690 - Repair Thermoplastic Pavement Delineation,01,59V01,VAR,0,0,40391,42509,,
0100000691,05/03/1977,01-49790,0100000691 - Repair Freeway Fence,01,MEN,101,0,0,40179,44300,,41869
0100000693,05/04/1977,01-49830,0100000693 - Grind-In Shoulder Rumble Strips,01,HUM,299,5.7,38.6,39826,44378,41161,43739
0100000694,05/05/1977,01-49850,0100000694 - Bonded Wearing Course,01,MEN,128,17.9,23.3,38246,41640,,41548
0100000696,05/06/1977,01-49870,"0100000696 - Pavement Overlay, Centerline Rumble Strips & Restripe",01,DN,101,15.5,20.3,40179,43374,,42736
0100000697,05/07/1977,01-49910,0100000697 - Repair Drainage Facilities,01,DN,101,0.9,23.8,37536,44011,,42615
0100000698,05/08/1977,01-49920,0100000698 - Repair Drainage System,01,HUM,101,107.4,0,40179,43042,,42468
0100000699,05/09/1977,01-49930,0100000699 - Repair Drainage System,01,MEN,101,100.6,0,40179,43406,,42468
0100000700,05/10/1977,01-49940,0100000700 - OGAC Overlay,01,DN,101,4.4,12.6,37536,42005,,41869
0100000701,05/11/1977,01-49950,0100000701 - OGAC Overlay,01,MEN,001,50.9,58.5,37536,41744,,41310
0100000703,05/12/1977,01-49980,0100000703 - Seal Coat,01,HUM,254,0,10.8,38224,41869,,41869
0100020010,01/25/1949,01-0A010,0100020010 - Modify Bracut Wash Rack,01,HUM,101,83.4,83.4,40544,42419,,
0100020011,05/13/1977,01-0A020,0100020011 - Gap Graded Rubber,01,HUM,036,35.4,40.5,38224,41548,,41535
0100020012,05/14/1977,01-0A030,0100020012 - Slide Repair,01,HUM,096,44.5,0,40179,42736,,42417
0100020013,09/24/1947,01-0A040,0100020013 - Widen Shoulders,01,LAK,175,25,27.5,40179,46905,41280,46573
0100020014,05/15/1977,01-0A050,0100020014 - RECONSTRUCT FENCE,01,HUM,255,3.9,4.2,40179,42963,,42324
0100020015,05/16/1977,01-0A060,0100020015 - Cold in Place Recycle,01,LAK,020,31.8,37.1,38224,43617,,42150
0100020016,05/17/1977,01-0A070,0100020016 - Repair Roadway,01,LAK,029,40.6,48.4,40179,41822,,
0100020017,01/23/1977,01-0A080,0100020017 - Pavement Rehabilitation,01,LAK,029,19,20.3,38224,41641,,41571
0100020018,01/24/1977,01-0A090,0100020018 - Seal Coat,01,HUM,096,30,38.6,40179,41822,,
0100020019,01/25/1977,01-0A140,0100020019 - Bonded Wearing Course,01,MEN,128,0,11.6,38224,41869,,41869
0100020020,01/26/1977,01-0A150,0100020020 - RUBBERIZED HOT MIX ASPHALT,01,HUM,211,74.4,79.2,37536,42826,,42304
0100020021,01/27/1977,01-0A160,0100020021 - REPAIR ROADWAY,01,DN,101,7.6,8.6,40179,43722,,42556
0100020022,01/28/1977,01-0A170,0100020022 - REPAIR DRAINAGE SYSTEM,01,LAK,053,0.45,0,40179,42423,,42423
0100020023,01/29/1977,01-0A180,0100020023 - REPAIR DRAINAGE,01,MEN,001,84.4,0,40179,42430,,42424
0100020024,01/30/1977,01-0A190,0100020024 - REPAIR DRAINAGE SYSTEM,01,MEN,001,76.3,76.3,40179,41822,,
0100020025,01/31/1977,01-0A200,0100020025 - Replace AC Surfacing,01,HUM,299,1.7,5.6,38224,41699,,41529
0100020026,02/01/1977,01-0A210,0100020026 - Replace AC Surfacing,01,HUM,101,70.6,74.8,38224,41641,,41583
0100020027,02/02/1977,01-0A220,0100020027 - SLIDE REPAIR,01,MEN,101,7.5,0,40179,43406,,42481
0100020028,02/03/1977,01-0A290,0100020028 - REPAIR DRAINAGE,01,HUM,101,52.2,0,40179,42430,,42424
0100020029,02/04/1977,01-0A300,0100020029 - REPAIR DAMAGE,01,HUM,101,112.8,113.8,40179,42430,,42424
0100020030,02/05/1977,01-0A310,0100020030 - REPAIR DRAINAGE,01,HUM,254,0.5,0,40179,42424,,42424
0100020037,04/18/1923,01-29470,0100020037 - WIDENING FOR CONTINUOUS LEFT TURN LANE,01,HUM,101,75.7,76,33604,41822,,
0100020039,11/19/1923,01-45110,0100020039 - MODIFY INTERSECTION,01,LAK,020,31.1,31.8,37987,41822,,
0100020040,02/06/1977,01-45170,0100020040 - REHABILITATE DRAINAGE,01,HUM,101,0.5,0,37987,41822,,
0100020042,02/07/1977,01-45320,0100020042 - RECONSTRUCTION ROADWAY AND PLACE ROCK SLOPE PROTECTION,01,MEN,101,95,0,37987,43406,,42622
0100020050,07/25/1923,01-36500,0100020050 - REPAIR BRIDGE SCOUR,01,MEN,128,28.3,28.3,35431,41822,,
0100020051,02/08/1977,01-36972,0100020051 - PLACE ROCK SLOPE PROTECTION,01,HUM,101,89.8,89.8,35796,41822,,
0100020052,02/09/1977,01-37271,0100020052 - RESTORE ROADWAY,01,MEN,128,11.4,11.4,35796,41822,,
0100020056,03/09/1977,01-38291,0100020056 - RESTORE ROADWAY,01,MEN,001,85.3,85.3,35796,41822,,
0100020059,03/10/1977,01-39230,0100020059 - RETREAT AND REALIGN ROADWAY,01,MEN,001,82.3,82.5,35796,41822,,
0100020060,09/04/1923,01-38660,0100020060 - RESTORE ROADWAY,01,MEN,253,2.3,2.7,35796,41822,,
0100020061,03/11/1977,01-39591,0100020061 - CULVERT REHAB,01,HUM,299,21.8,30.4,36892,41822,,
0100020062,03/12/1977,01-40310,0100020062 - AGREEMENT FOR POTABLE WATER PURCHASE,01,HUM,101,102.9,0,36892,41822,,
0100020063,03/13/1977,01-40340,0100020063 - CONSTRUCT STABILIZATION TRENCH,01,HUM,036,31.4,31.5,36161,41822,,
0100020070,03/14/1977,01-44980,0100020070 - REHABILITATE DRAINAGE,01,MEN,101,25.4,29.6,37987,41822,,
0100020071,03/15/1977,01-45190,0100020071 - REPLACE CULVERT,01,MEN,101,7.4,0,37987,41822,,
0100020072,03/16/1977,01-40350,0100020072 - DEWATER AND RECONSTRUCT ROADWAY,01,MEN,101,76.4,76.4,36161,41822,,
0100020075,03/17/1977,01-40481,0100020075 - CULVERT REHABILITATION,01,DN,101,40.7,40.7,36892,41822,,
0100020078,03/18/1977,01-43070,0100020078 - REVISE DRAINAGE,01,HUM,036,19.6,19.7,37622,41822,,
0100020082,03/19/1977,01-46130,0100020082 - Construct and Install Water Treatment System,01,DN,199,28.1,28.1,40544,42422,,
0100020085,03/20/1977,01-45940,0100020085 - Pavement Rehabilitation,01,HUM,096,0,3.8,38282,42188,,42177
0100020089,03/21/1977,01-47880,0100020089 - Grind & Repave Asphalt Surfacing,01,HUM,101,75.2,79,38982,43344,,42704
0100020097,05/25/1958,01-48470,0100020097 - Construct MBGR & Centerline Rumble,01,MEN,001,40.1,40.9,39402,45305,,45029
0100020101,,01-49900,0100020101 - INSTALL DRAINAGE INLET RETAINING WALL AND NEW CULVERT,01,LAK,020,2.4,15,40179,43578,,
0100020102,03/22/1977,01-49890,0100020102 - RUMBLE STRIP (GROUND IN),01,HUM,101,96.9,97.6,40544,42324,,42324
0100020104,05/16/1948,01-49880,0100020104 - Install Centerline & Right Shoulder Rumble Strips,01,HUM,101,45.9,47.6,40179,43234,40442,42592
0100020107,03/23/1977,01-49990,0100020107 - Install Median Cable Barrier,01,MEN,101,19.68,30.82,40179,46912,40227,41822
0100020111,03/24/1977,01-49640,0100020111 - ESPLSE-5021(017),01,HUM,255,8.2,9.35,40368,41478,,41478
0100020117,03/25/1977,01-49580,0100020117 - Install Rumble Strips,01,59V01,VAR,0,0,40179,43204,40227,42565
0100020120,03/26/1977,01-49840,0100020120 - Hot Mix Asphalt,01,HUM,254,12.7,20.6,38224,43357,,41859
0100020126,02/25/1946,01-49360,0100020126 - Bridge Repair,01,59V01,VAR,0,0,38224,42221,,41975
0100020128,03/27/1977,01-0A340,0100020128 - ROADWAY REPAIR,01,MEN,101,96.5,97,40179,43406,,42471
0100020135,03/28/1977,01-44250,0100020135 - DEVELOP DISPOSAL SITE,01,HUM,036,23.8,0,38353,47546,38353,45611
0100020136,03/29/1977,01-45120,0100020136 - DEVELOP DISPOSAL SITE,01,MEN,001,62,89,38353,47209,41304,45611
0100020137,03/30/1977,01-45130,0100020137 - DEVELOP DISPOSAL SITE,01,59V01,VAR,0,0,39814,47209,41304,45611
0100020140,08/11/1991,01-43830,"0100020140 - INSTALL 3-TON CRANE, REMOVE UNDERGROUND HOIST",01,HUM,101,60.5,60.5,41140,43844,,
0100020142,03/31/1977,01-43850,0100020142 - Context Sensitive Border,01,HUM,VAR,0,0,38718,44927,,44531
0100020143,04/01/1977,01-40880,0100020143 - REPLACE CULVERT,01,MEN,128,14,14,36526,44835,,43800
0100020144,04/02/1977,01-45030,0100020144 - PLACE ROCK SLOPE PROTECTION,01,MEN,271,20.4,0,37987,43014,,
0100020145,04/03/1977,01-49430,0100020145 - Chadbourne Gulch RSP,01,MEN,001,75.4,75.4,40544,43221,,43191
0100020151,08/20/1923,01-37981,0100020151 - Install Scour Monitoring Devices,01,HUM,211,78.1,78.6,37622,42963,,42324
0100020153,01/14/1947,01-45970,0100020153 - Seismic Retrofit,01,HUM,101,98.1,100.7,38321,43493,,42850
0100020183,04/04/1977,01-0A350,0100020183 - Repair Drainage System,01,MEN,271,20.45,20.45,40449,42461,,42430
0100020184,04/05/1977,01-45530,0100020184 - WIDENING,01,LAK,175,11.8,12.1,37987,41542,,
0100020190,04/06/1977,01-0A510,"0100020190 - Const Sidewalks, Bulb-outs & Crosswalks",01,LAK,020,28.2,28.8,40405,44811,40405,44225
0100020260,04/07/1977,01-0A230,"0100020260 - Construct sidewalk, curb ramps & retaining wall",01,MEN,020,0,0.1,40332,43736,40513,43097
0100020262,05/29/1970,01-49771,0100020262 - Repair Slipout/Repair Drainage,01,MEN,001,2.3,2.5,38800,43892,,43245
0100020263,02/14/1947,01-3986U,0100020263 - Roadway Rehabilitation,01,LAK,053,2.8,7.5,36041,46909,38200,46573
0100020269,04/08/1977,01-47920,0100020269 - Pavement Rehabilitation,01,LAK,029,20.1,20.4,39059,43462,,42822
0100020272,04/09/1977,01-39910,0100020272 - Pavement Rehabilitation,01,HUM,036,1.7,13.5,35972,43461,,42821
0100020276,04/10/1977,01-0A560,0100020276 - Widen and Channelize,01,MEN,101,40.51,41.14,40868,46333,,45840
0100020279,07/12/1947,01-0A390,0100020279 - Bridge Repair,01,59V01,VAR,0,0,38225,41958,,41869
0100020280,07/08/1947,01-0A400,0100020280 - Bridge Repair,01,HUM,VAR,0,0,38225,41988,,41561
0100020281,07/09/1947,01-0A420,0100020281 - Bridge Repair,01,MEN,101,0,0,38225,43800,,42544
0100020282,08/15/1948,01-0A430,0100020282 - Bridge Repair,01,MEN,101,0.4,44,38225,43374,,41960
0100020283,07/11/1947,01-0A450,0100020283 - Bridge Repair,01,HUM,VAR,0,0,38225,43374,,42521
0100020284,07/07/1947,01-49660,0100020284 - Bridge Repair,01,59V01,VAR,0,0,38225,43556,,41761
0100020289,04/11/1977,01-0A360,"0100020289 - Curve Improvement, Shoulder Widening",01,HUM,299,19.35,19.85,40343,43616,40848,42971
0100020290,04/12/1977,01-0A370,0100020290 - Shoulder Widening,01,HUM,299,23,24,40343,44287,41092,44042
0100020293,04/13/1977,01-0A530,0100020293 - Drainage Repair,01,MEN,020,30.1,30.2,40471,43308,,42430
0100020300,04/14/1977,01-45930,0100020300 - Long Valley CAPM,01,MEN,101,64.7,69.3,39083,42048,41487,
0100020301,01/04/1924,01-48040,0100020301 - Trinidad Rancheria Access Project,01,HUM,101,98.4,100.7,39083,49191,43647,48551
0100020302,04/15/1977,01-46620,0100020302 - Pedestrian & Bike Safety Outreach Program,01,59V01,VAR,0,0,38021,44037,,43382
0100020305,07/04/1947,01-3994U,0100020305 - Lake County - CAPM,01,59V01,175,4.9,28,36039,42559,,42404
0100020307,04/16/1977,01-0A320,0100020307 - Curve Improvement,01,HUM,299,30.25,30.65,40191,44593,40848,44315
0100020308,04/17/1977,01-0A490,0100020308 - Curve Improvement; Shoulder Widening and Rumble Strips,01,HUM,299,25,25.9,40343,44344,40876,44075
0100020313,06/24/1947,01-0A380,0100020313 - Bridge Repair,01,HUM,255,0.2,1.8,40456,43188,,42691
0100020315,07/10/1947,01-0A440,0100020315 - Bridge Repair,01,MEN,101,10.8,103.8,38225,43497,,42314
0100020316,04/18/1977,01-0A600,0100020316 - Repair Slide,01,HUM,096,29.5,0,40527,43783,,42471
0100020317,04/19/1977,01-0A610,0100020317 - Repair Drainage System,01,HUM,101,98.01,0,40529,43466,,42481
0100020318,04/20/1977,01-0A620,0100020318 - Repair Slipout,01,HUM,036,31.1,0,40216,41705,,41561
0100020320,09/28/1947,01-0A590,0100020320 - Bridge Paint,01,MEN,001,42.5,44.4,38225,42248,,41912
0100020322,04/21/1977,01-0A630,0100020322 - Repair Down Drain,01,MEN,253,2.08,0,40534,42491,,42429
0100020323,05/18/1977,01-0A640,0100020323 - Repair Slipout,01,HUM,169,28.1,28.2,40544,46734,,45098
0100020324,05/19/1977,01-0A650,0100020324 - Repair Slipout,01,HUM,101,41.79,0,40544,43466,,42481
0100020326,05/20/1977,01-0A670,0100020326 - Slide Repair,01,MEN,101,9.15,0,40544,43466,,42481
0100020327,05/21/1977,01-0A680,0100020327 - Replace Traffic Signal Heads,01,59V01,029,0,0,38195,42036,,41869
0100020329,05/22/1977,01-0A700,0100020329 - Open Graded Bonded Wearing Course,01,MEN,101,81.4,84.7,38224,42019,,41869
0100020331,05/23/1977,01-0A720,0100020331 - Repair Sink Hole,01,HUM,096,13.95,0,40544,43466,,42471
0100020332,05/24/1977,01-0A260,0100020332 - Relinquish Roadway,01,MEN,222,0,0.23,40715,42467,,41827
0100020334,05/25/1977,01-0A730,0100020334 - HMA Overlay,01,MEN,020,7,17.3,38224,42826,,42709
0100020335,06/22/1977,01-0A740,0100020335 - Rubberized HMA Overlay,01,DN,101,12.6,16.5,38224,42095,,41869
0100020336,04/07/1923,01-29302,0100020336 - Replace Bridge & Rail Upgrade,01,MEN,101,42.1,42.1,33078,44344,41153,44209
0100020337,06/23/1977,01-0A760,0100020337 - Talmage Road Interchange - Oversight,01,MEN,101,23.5,23.5,41092,44461,41144,44020
0100020343,06/24/1977,01-41320,0100020343 - Replace Culvert,01,HUM,254,17,17.1,36526,42933,,
0100020344,06/25/1977,01-0A660,0100020344 - Repair Slipout,01,MEN,101,37,38,40544,42464,,42464
0100020346,06/26/1977,01-0A780,0100020346 - Bonded Wearing Course,01,HUM,255,0.51,8.3,38246,41835,,41410
0100020379,06/27/1977,01-0A800,0100020379 - Rubberized Gap Graded,01,MEN,128,26.8,30.7,38224,41974,,41869
0100020390,06/28/1977,01-0A770,0100020390 - Repair Slipout,01,DN,101,21,21.5,40544,43406,,42471
0100020393,03/05/1949,01-0A810,0100020393 - Bridge Repair,01,MEN,001,0,0,38224,43497,,42360
0100020394,06/29/1977,01-29612,0100020394 - Mad River Mitigation 2,01,HUM,299,4.2,4.2,36708,44225,40695,44056
0100020395,06/30/1977,01-29611,0100020395 - Mad River Mitigation 1,01,HUM,255,7.7,0,36708,43432,40787,
0100020398,07/01/1977,01-0A820,0100020398 - Roadway Retreat,01,HUM,299,20.2,20.5,40544,47027,,46631
0100020411,07/02/1977,01-0A850,0100020411 - HMA Overlay,01,HUM,101,0,0,38225,41713,,41549
0100020413,07/03/1977,01-0A870,0100020413 - Stabilize Roadway,01,MEN,101,4.8,5.3,40544,42635,,42464
0100020417,07/04/1977,01-0A880,0100020417 - Slide Repair,01,HUM,096,31,31,40544,45566,,45098
0100020418,07/05/1977,01-0A890,0100020418 - Stabilize Roadway,01,MEN,101,35.6,35.8,40544,42635,,42466
0100020419,07/06/1977,01-0A900,0100020419 - Repair Slipout,01,MEN,128,39.5,39.6,40544,42639,,42472
0100020420,07/07/1977,01-0A940,0100020420 - Repair Slipout,01,HUM,101,15.47,15.47,40267,45804,,45098
0100020421,07/08/1977,01-0A960,0100020421 - Repair Slipout,01,HUM,299,8.8,9,40279,45566,,45098
0100020422,07/09/1977,01-0A910,0100020422 - Repair Slipout,01,HUM,299,9.42,9.42,40279,45566,,45098
0100020424,07/10/1977,01-0A950,0100020424 - Drainage Repair,01,HUM,036,22.5,0,40544,45958,,45084
0100020425,07/11/1977,01-0A520,0100020425 - Curve Improvement,01,HUM,299,21.1,21.4,40343,46722,41091,46388
0100020426,07/12/1977,01-0B040,0100020426 - Slide Repair,01,LAK,020,35,0,40544,43406,,42472
0100020427,07/13/1977,01-0B050,0100020427 - Drainage Repair,01,MEN,101,63.78,0,40544,42675,,42472
0100020428,07/14/1977,01-0B060,0100020428 - Repair Slipout,01,MEN,001,11.1,11.3,40544,42634,,42473
0100020432,07/15/1977,01-0A690,0100020432 - Install MBGR,01,LAK,020,1.1,3.9,40544,44044,41156,43405
0100020435,07/16/1977,01-46391,0100020435 - MBGR,01,HUM,299,0,42.9,38909,44357,40483,42823
0100020444,03/06/1949,01-0B090,0100020444 - Bridge Replacement,01,DN,101,8.2,8.7,40634,46832,41852,46497
0100020445,05/20/1958,01-0B080,0100020445 - CAPM,01,DN,101,4.4,9.4,40634,43830,41105,43195
0100020446,07/17/1977,01-0B130,0100020446 - DEMO-funded HMA Leveling,01,DN,101,13.3,0,38225,43357,,42551
0100020447,07/18/1977,01-4500U,0100020447 - DN STAA Project,01,DN,199,22.7,26.5,37824,45329,37824,44682
0100020451,07/19/1977,01-0A980,0100020451 - Pedestrian Crosswalk Improvement,01,MEN,101,45.67,45.67,40704,42463,,41814
0100020452,07/20/1977,01-43820,0100020452 - Channelize,01,LAK,029,41.6,41.6,40704,46212,40954,41814
0100020453,07/21/1977,01-0A750,0100020453 - Modify Signing and Delineation,01,MEN,101,51.5,51.8,40612,42435,,41722
0100020454,07/22/1977,01-0B010,0100020454 - Replace MBGR Terminal End Section,01,HUM,101,54.1,0,40704,42470,,41814
0100020455,07/23/1977,01-0B170,0100020455 - Repair Slipout,01,LAK,175,1.49,0,40544,43606,,42481
0100020456,07/24/1977,01-0B150,0100020456 - Repair Slipout,01,HUM,299,30.98,0,40544,45566,,42473
0100020462,09/17/1976,01-0A011,0100020462 - Upgrade Sewer System,01,HUM,101,83.4,83.6,40718,42826,,42377
0100021275,08/25/1977,01-3637U,0100021275 - Mendocino County - CAPM,01,MEN,128,31,51.9,36041,42647,,42304
0112000001,08/26/1977,01-0A990,0112000001 - Curve Improvement,01,HUM,096,6.2,6.6,40647,46478,41357,46204
0112000002,08/27/1977,01-0B030,0112000002 - HUM 96 Broken Back Curve,01,HUM,096,8.3,8.9,40647,43739,41217,43101
0112000003,08/28/1977,01-0B000,0112000003 - Lake 20 CAPM,01,LAK,020,13.57,31.4,40669,43951,,43306
0112000005,08/29/1977,01-29613,0112000005 - Fish & Riparian Mitigation,01,HUM,101,0,0,41180,41835,,
0112000006,03/20/1949,01-0B230,0112000006 - Clean & Paint,01,DN,101,39.6,39.6,38224,42278,,
0112000007,04/23/1949,01-0B240,0112000007 - Deck Rehab,01,HUM,101,0,0,38225,44378,,43739
0112000009,08/30/1977,01-0B100,0112000009 - Arcata Cable Median Barrier,01,HUM,101,86.33,87.84,40716,43881,40883,42850
0112000010,08/31/1977,01-0B120,0112000010 - LAK 20 ADA,01,LAK,020,13.5,30.5,40681,44377,41747,44165
0112000022,06/18/1958,01-38560,0112000022 - Scour Prevention - St. Helena Creek Bridge,01,LAK,029,0.2,0.2,35796,46326,41105,45600
0112000023,03/03/1949,01-0A100,0112000023 - DN Seismic Retrofit 5 Bridges,01,DN,101,35.77,35.77,40343,44323,41091,44209
0112000024,09/01/1977,01-0A540,0112000024 - Laytonville Rumble Stips,01,MEN,101,64.7,66.8,40725,42494,,41855
0112000026,09/02/1977,01-0B020,0112000026 - Clearlake Oaks Rumble Strips,01,MEN,020,28.85,29.38,40725,42494,,41855
0112000109,09/03/1977,01-0B190,0112000109 - Median Barrier,01,HUM,101,54.4,56.8,40714,43520,40909,42754
0112000110,09/04/1977,01-0B220,0112000110 - Install ADA PED Infrastructure,01,MEN,001,59.8,62.1,40774,48094,43313,47455
0112000111,01/24/1948,01-0B270,0112000111 - Repair Roadway Failures,01,DN,101,15.1,15.3,40725,46909,,46208
0112000112,01/16/1950,01-0B280,0112000112 - Reconstruct Roadway,01,DN,101,17.4,17.4,40725,46218,,45043
0112000113,03/30/1949,01-0B290,0112000113 - Construct Soldier Pile Wall,01,DN,101,21.7,22.9,40725,46218,,45043
0112000114,01/25/1948,01-0B300,0112000114 - Stabilize Roadway,01,DN,101,22,22,40725,45853,,45043
0112000115,01/21/1950,01-0B310,0112000115 - Construct Buttresses,01,DN,199,8.7,8.7,36389,45132,,43432
0112000116,01/26/1948,01-0B320,0112000116 - Construct Soldier Pile Wall and Reconstruct Roadway,01,DN,199,24.7,24.7,36389,45992,,45078
0112000117,09/05/1977,01-0B330,0112000117 - Reconstruct Roadway and Drainage,01,DN,199,26.3,26.3,36389,43296,,43296
0112000118,09/06/1977,01-0B340,0112000118 - Reconstruct Roadway and Drainage,01,HUM,036,22.8,27.7,40725,45239,,44435
0112000119,01/27/1948,01-0B350,0112000119 - Stabilize Roadway,01,HUM,036,30.2,30.2,36389,45249,,43027
0112000120,09/07/1977,01-0B360,0112000120 - Reconstruct Roadway & Drainage,01,HUM,036,35.9,35.9,40725,45239,,43455
0112000121,09/08/1977,01-0B370,0112000121 - Slide Repair,01,HUM,036,44.4,44.4,36389,45249,,42944
0112000122,09/09/1977,01-0B380,0112000122 - Slide Repair,01,HUM,096,4.1,4.2,40725,45249,,42971
0112000123,01/28/1948,01-0B390,0112000123 - Stabilize Roadway,01,HUM,096,8.5,8.7,40725,45249,,43525
0112000124,01/29/1948,01-0B400,0112000124 - Reconstruct Roadway and Drainage,01,HUM,101,15,15,40725,45240,,44522
0112000125,09/10/1977,01-0B410,0112000125 - Reconstruct Roadway and De-water,01,HUM,101,40.9,41.2,40725,45239,,43011
0112000126,09/11/1977,01-0B420,0112000126 - Lagoons Slip / Slide,01,HUM,101,110.6,113.8,36389,47108,,46300
0112000127,01/30/1948,01-0B430,0112000127 - Big Lagoon Walls,01,HUM,101,111.4,111.6,36389,46478,,46204
0112000128,01/29/1950,01-0B440,0112000128 - Weitchpec Slipouts,01,HUM,169,26.4,29.9,40725,46569,,46447
0112000129,02/01/1948,01-0B460,0112000129 - Stabilize Roadway,01,HUM,299,32,32,40725,45249,,43011
0112000130,01/31/1948,01-0B450,0112000130 - Slipout and Slide Repair,01,HUM,299,10.5,26.1,40725,45401,,45126
0112000131,10/08/1977,01-0B470,0112000131 - Repair Slipout,01,MEN,001,35.7,35.7,38800,46361,,46361
